id,hsk_level,hanzi,pinyin,meaning_ja,explanation_ja,grammar_point_id,grammar_label_raw,source_site,source_id
1713,1,请打开这个网页。,Qǐng dǎkāi zhège wǎngyè,このウェブページを開いてください。,「网页」は「ウェブページ」という意味です。,8,竟然／果然,HSKsentences,1713
1714,4,他在网上认识了很多网友。,Tā zài wǎng shàng rènshi le hěn duō wǎngyǒu,彼はオンラインで多くのネットユーザーと出会いました。,「网友」は「ネットユーザー」という意味です。,,要是／值得,HSKsentences,1714
1715,4,你知道这个网站的网址吗？,Nǐ zhīdào zhège wǎngzhàn de wǎngzhǐ ma?,ウェブサイトのアドレスをご存知ですか？,「网址」は「URL」という意味です。,,以为／认为,HSKsentences,1715
1716,1,在路上开车不要看手机，太危险了。,"Zài lù shàng kāichē búyào kàn shǒujī, tài wēixiǎn le",運転中は携帯電話を見ないでください。危険すぎます。,「危险」は「危険」という意味です。,10,既～又也还／可不是／往往,HSKsentences,1716
1717,4,他为大家做了很多事。,Tā wèi dàjiā zuò le hěn duō shì.,彼は皆のために多くのことをしました。,「为」は「～のために」という意味です。,,由于／因此／难道,HSKsentences,1717
1718,4,这道菜有家乡的味儿。,Zhè dào cài yǒu jiāxiāng de wèir.,この料理は故郷の味がします。,「味」は「味」という意味です。,,否则／无论,HSKsentences,1718
1719,4,这个菜的味道很不错。,Zhège cài de wèidào hěn búcuò.,この料理はとても美味しいです。,「味道」は「風味」という意味です。,,同时／并且,HSKsentences,1719
1720,1,请保持教室卫生。,Qǐng bǎochí jiàoshì wèishēng.,教室を清潔に保ってください。,「卫生」は「衛生」という意味です。,8,然而／再～也～,HSKsentences,1720
1721,1,请把空调温度调低一点。,Qǐng bǎ kōngtiáo wēndù tiáo dī yìdiǎn.,エアコンの温度を少し下げてください。,「温度」は「温度」という意味です。,8,以,HSKsentences,1721
1722,4,你闻一闻这朵花。,Nǐ wén yì wén zhè duǒ huā,この花の香りを嗅いでください。,「闻」は「匂い」という意味です。,,由／既然,HSKsentences,1722
1723,3,请把文件发到我邮箱。,Qǐng bǎ wénjiàn fā dào wǒ yóuxiāng,ファイルを私のメールアドレスに送ってください。,「文件」は「ファイル」という意味です。,36,于是／可,HSKsentences,1723
1724,4,他写了一篇很好的文章。,Tā xiě le yì piān hěn hǎo de wénzhāng,彼はとても良い記事を書きました。,「文章」は「記事」という意味です。,,恐怕／敢,HSKsentences,1724
1725,2,汉字是世界上最古老的文字之一。,Hànzì shì shìjiè shàng zuì gǔlǎo de wénzì zhī yī.,漢字は世界で最も古い文字体系の一つです。,「文字」は「文字」という意味です。,14,到底／叫做,HSKsentences,1725
1726,4,工厂排放的废气污染了空气。,Gōngchǎng páifàng de fèiqì wūrǎn le kōngqì.,工場の排気ガスは空気を汚染します。,「污染」は「汚染」という意味です。,,为了／在于,HSKsentences,1726
1727,4,他无话可说。,Tā wú huà kě shuō.,彼は言葉を失いました。,「无」は「なし」という意味です。,,仍然／究竟,HSKsentences,1727
1728,4,这个问题目前无法解决。,Zhège wèntí mùqián wúfǎ jiějué,この問題は現状では解決不可能です。,「无法」は「できない」という意味です。,47,V着V着／一～就～,HSKsentences,1728
1729,4,周末一个人在家很无聊。,Zhōumò yí gè rén zài jiā hěn wúliáo,週末に一人で家にいるのは退屈です。,「无聊」は「退屈」という意味です。,,不仅～也～／从来,HSKsentences,1729
1730,4,无论结果如何，我们都接受。,"Wúlùn jiéguǒ rúhé, wǒmen dōu jiēshòu",どんな結果になろうとも、私たちはそれを受け入れます。,「无论」は「どちらでも」という意味です。,60,应该／得(děi),HSKsentences,1730
1731,4,午餐我吃了一碗面条。,Wǔcān wǒ chī le yì wǎn miàntiáo,昼食に麺を一杯食べました。,「午餐」は「昼食」という意味です。,,就是,HSKsentences,1731
1732,4,你误会我了，我不是那个意思。,"Nǐ wùhuì wǒ le, wǒ búshì nàge yìsi.",誤解されていますよ、そういう意味ではありません。,「误会」は「誤解」という意味です。,,只是～而已／即使～也,HSKsentences,1732
1733,4,深深地吸一口气。,Shēnshēn de xī yì kǒu qì,深呼吸をしました。,「吸」は「吸う」という意味です。,,在～上,HSKsentences,1733
1734,4,中国西部有壮丽的自然风光。,Zhōngguó xībù yǒu zhuànglì de zìrán fēngguāng.,中国西部には素晴らしい自然景観があります。,「西部」は「西部」という意味です。,,正好／差不多,HSKsentences,1734
1735,4,西红柿炒鸡蛋是经典的中国菜。,Xīhóngshì chǎo jīdàn shì jīngdiǎn de Zhōngguó cài,トマト入りスクランブルエッグは中国の定番料理です。,「西红柿」は「トマト」という意味です。,,～不了／无法,HSKsentences,1735
1736,4,这个城市吸引了很多游客。,Zhège chéngshì xīyǐn le hěn duō yóukè.,この街は多くの観光客を惹きつけています。,「吸引」は「惹きつける」という意味です。,,尽管／不管,HSKsentences,1736
1737,4,她做事很细。,Tā zuòshì hěn xì,彼女はとても几帳面です。,「细」は「細い」という意味です。,,却／而,HSKsentences,1737
1738,4,她是一个非常细心的人。,Tā shì yí gè fēicháng xìxīn de rén.,彼女はとても慎重な人です。,「细心」は「注意深い」という意味です。,,另外,HSKsentences,1738
1739,2,最近房价有所下降。,Zuìjìn fángjià yǒusuǒ xiàjiàng.,最近、住宅価格が下がりました。,「下降」は「下降」という意味です。,14,根据／按照,HSKsentences,1739
1740,1,这些鱼非常新鲜。,Zhèxiē yú fēicháng xīnxiān,この魚はとても新鮮です。,「鲜」は「新鮮」という意味です。,13,连～也都／甚至,HSKsentences,1740
1741,4,他送了一束鲜花给妻子。,Tā sòng le yí shù xiānhuā gěi qīzi,彼は妻に花束を贈りました。,「鲜花」は「花」という意味です。,,并／估计,HSKsentences,1741
1742,1,这道汤太咸了。,Zhè dào tāng tài xián le,このスープは塩辛すぎます。,「咸」は「塩辛い」という意味です。,10,首先～其次／再说,HSKsentences,1742
1743,4,对不起，我们不收现金。,"Duìbuqǐ, wǒmen bù shōu xiànjīn",申し訳ありませんが、現金は受け付けておりません。,「现金」は「現金」という意味です。,,竟然／果然,HSKsentences,1743
1744,4,大家都很羡慕他的工作。,Dàjiā dōu hěn xiànmù tā de gōngzuò.,誰もが彼の仕事を羨ましがっています。,「羡慕」は「羨望」という意味です。,,要是／值得,HSKsentences,1744
1745,1,你可以通过线上报名。,Nǐ kěyǐ tōngguò xiànshàng bàomíng,オンラインで登録できます。,「线上」は「オンライン」という意味です。,12,以为／认为,HSKsentences,1745
1746,4,线下活动在周六举行。,Xiànxià huódòng zài zhōuliù jǔxíng,オフラインイベントは土曜日に開催されます。,「线下」は「オフライン」という意味です。,,既～又也还／可不是／往往,HSKsentences,1746
1747,4,我们要充分利用现有资源。,Wǒmen yào chōngfèn lìyòng xiànyǒu zīyuán.,私たちは利用可能な資源を最大限に活用すべきです。,「现有」は「現在」という意味です。,,由于／因此／难道,HSKsentences,1747
1748,2,这朵花真香。,Zhè duǒ huā zhēn xiāng,この花はとても良い香りがします。,「香」は「香り」という意味です。,16,否则／无论,HSKsentences,1748
1749,4,和去年相比，今年暖和多了。,"Hé qùnián xiāngbǐ, jīnnián nuǎnhuo duō le",今年は昨年よりもずっと暖かいです。,「相比」は「比較して」という意味です。,,同时／并且,HSKsentences,1749
1750,4,他的做法和我想的相反。,Tā de zuòfǎ hé wǒ xiǎng de xiāngfǎn.,彼のやり方は私の予想とは正反対だった。,「相反」は「逆に」という意味です。,,然而／再～也～,HSKsentences,1750
1751,4,朋友之间要相互信任。,Péngyou zhījiān yào xiānghù xìnrèn,友達はお互いを信頼すべきだ。,「相互」は「相互に」という意味です。,,以,HSKsentences,1751
1752,4,我们的看法基本相同。,Wǒmen de kànfǎ jīběn xiāngtóng.,私たちの考えは基本的に同じだ。,「相同」は「同じ」という意味です。,,由／既然,HSKsentences,1752
1753,1,请你详细介绍一下这个项目。,Qǐng nǐ xiángxì jièshào yíxià zhège xiàngmù,このプロジェクトについて詳しく説明してください。,「详细」は「詳細」という意味です。,8,于是／可,HSKsentences,1753
1754,4,手机突然响了。,Shǒujī tūrán xiǎng le.,突然電話が鳴った。,「响」は「響き」という意味です。,,恐怕／敢,HSKsentences,1754
1755,4,他的想法很有创意。,Tā de xiǎngfǎ hěn yǒu chuàngyì,彼のアイデアはとても独創的だった。,「想法」は「アイデア」という意味です。,,到底／叫做,HSKsentences,1755
1756,4,他一共完成了三项任务。,Tā yígòng wánchéng le sān xiàng rènwu,彼は合計3つのタスクを完了した。,「项」は「項目」という意味です。,,为了／在于,HSKsentences,1756
1757,4,你听到那个好消息了吗？,Nǐ tīngdào nàge hǎo xiāoxi le ma?,良い知らせを聞いた？,「消息」は「ニュース」という意味です。,,仍然／究竟,HSKsentences,1757
1758,4,北京有很多特色小吃。,Běijīng yǒu hěn duō tèsè xiǎochī,北京には独特の地元のお菓子がたくさんある。,「小吃」は「軽食」という意味です。,,V着V着／一～就～,HSKsentences,1758
1759,4,那个小伙子很有礼貌。,Nàge xiǎohuǒzi hěn yǒu lǐmào,あの青年はとても礼儀正しかった。,「小伙子」は「若者」という意味です。,,不仅～也～／从来,HSKsentences,1759
1760,1,他最喜欢读小说。,Tā zuì xǐhuan dú xiǎoshuō,彼の好きな読書は小説だ。,「小说」は「小説」という意味です。,11,应该／得(děi),HSKsentences,1760
1761,1,请跟你的小组一起讨论。,Qǐng gēn nǐ de xiǎozǔ yìqǐ tǎolùn,グループで話し合ってください。,「小组」は「グループ」という意味です。,8,就是,HSKsentences,1761
1762,4,这种药的效果很好。,Zhè zhǒng yào de xiàoguǒ hěn hǎo.,この薬はとてもよく効く。,「效果」は「効果」という意味です。,,只是～而已／即使～也,HSKsentences,1762
1763,4,他讲了一个很有趣的笑话。,Tā jiǎng le yí gè hěn yǒuqù de xiàohua.,彼はとても面白い冗談を言った。,「笑话」は「ジョーク」という意味です。,,在～上,HSKsentences,1763
1764,4,他的手指流血了。,Tā de shǒuzhǐ liúxiě le,彼の指から血が出た。,「血」は「血」という意味です。,,正好／差不多,HSKsentences,1764
1765,4,她的心里很高兴。,Tā de xīn lǐ hěn gāoxìng.,彼女はとても喜んでいた。,「心」は「心」という意味です。,,～不了／无法,HSKsentences,1765
1766,4,老师，您辛苦了！,"Lǎoshī, nín xīnkǔ le!",先生、お疲れ様でした！,「辛苦」は「苦労」という意味です。,,尽管／不管,HSKsentences,1766
1767,4,今天他的心情很好。,Jīntiān tā de xīnqíng hěn hǎo.,彼は今日は機嫌がいいです。,「心情」は「気分」という意味です。,,却／而,HSKsentences,1767
1768,4,这里的手机信号不好。,Zhèlǐ de shǒujī xìnhào bù hǎo,ここは携帯電話の電波が悪いです。,「信号」は「信号」という意味です。,,另外,HSKsentences,1768
1769,3,请把这个信息转告给他。,Qǐng bǎ zhège xìnxī zhuǎngào gěi tā,このメッセージを彼に伝えてください。,「信息」は「情報」という意味です。,36,根据／按照,HSKsentences,1769
1770,4,我对自己很有信心。,Wǒ duì zìjǐ hěn yǒu xìnxīn,私は自分にとても自信があります。,「信心」は「自信」という意味です。,,连～也都／甚至,HSKsentences,1770
1771,4,听到这个消息大家都很兴奋。,Tīngdào zhège xiāoxi dàjiā dōu hěn xīngfèn.,みんなこの知らせを聞いて興奮しました。,「兴奋」は「興奮」という意味です。,,并／估计,HSKsentences,1771
1772,2,今晚的星星特别亮。,Jīnwǎn de xīngxing tèbié liàng,今夜は星が特に明るいです。,「星星」は「星」という意味です。,23,首先～其次／再说,HSKsentences,1772
1773,2,他每天早上六点就醒了。,Tā měitiān zǎoshang liù diǎn jiù xǐng le,彼は毎朝6時に起きます。,「醒」は「目覚め」という意味です。,15,竟然／果然,HSKsentences,1773
1774,4,这个问题具有普遍性。,Zhège wèntí jùyǒu pǔbiàn xìng,この問題はよくあることです。,「性」は「性」という意味です。,,要是／值得,HSKsentences,1774
1775,2,表格上需要填写性别。,Biǎogé shàng xūyào tiánxiě xìngbié,フォームには性別を記入する必要があります。,「性别」は「性別」という意味です。,23,以为／认为,HSKsentences,1775
1776,4,他们一家人生活得很幸福。,Tāmen yì jiā rén shēnghuó de hěn xìngfú.,彼らの家族は幸せに暮らしています。,「幸福」は「幸福」という意味です。,,既～又也还／可不是／往往,HSKsentences,1776
1777,4,她的性格很开朗。,Tā de xìnggé hěn kāilǎng,彼女は明るい性格です。,「性格」は「性格」という意味です。,,由于／因此／难道,HSKsentences,1777
1778,4,他们兄弟的感情很好。,Tāmen xiōngdì de gǎnqíng hěn hǎo.,彼らの兄弟は仲が良いです。,「兄弟」は「兄弟」という意味です。,,否则／无论,HSKsentences,1778
1779,4,我们在动物园看到了大熊猫。,Wǒmen zài dòngwùyuán kàndào le dà xióngmāo.,私たちは動物園でジャイアントパンダを見ました。,「熊」は「クマ」という意味です。,,同时／并且,HSKsentences,1779
1780,2,这台电脑需要修一修。,Zhè tái diànnǎo xūyào xiū yì xiū,このコンピューターは修理が必要です。,「修」は「修」という意味です。,23,然而／再～也～,HSKsentences,1780
1781,4,他正在修理自行车。,Tā zhèngzài xiūlǐ zìxíngchē.,彼は自転車を修理しています。,「修理」は「修理」という意味です。,71,以,HSKsentences,1781
1782,4,许多学生报名了这次活动。,Xǔduō xuéshēng bàomíng le zhè cì huódòng.,多くの生徒がこの活動に申し込みました。,「许多」は「多く」という意味です。,,由／既然,HSKsentences,1782
1783,1,大学的学费一年多少钱？,Dàxué de xuéfèi yì nián duōshao qián?,大学の授業料は年間いくらですか？,「学费」は「学費」という意味です。,6,于是／可,HSKsentences,1783
1784,4,他在商学院读书。,Tā zài shāng xuéyuàn dúshū,彼はビジネススクールで学んでいます。,「学院」は「学院」という意味です。,,恐怕／敢,HSKsentences,1784
1785,1,这些书压在箱子底下。,Zhèxiē shū yā zài xiāngzi dǐxia.,これらの本は箱の底にあります。,「压」は「圧」という意味です。,13,到底／叫做,HSKsentences,1785
1786,4,现在的年轻人压力很大。,Xiànzài de niánqīng rén yālì hěn dà,最近の若者は多くのプレッシャーに直面しています。,「压力」は「圧力」という意味です。,,为了／在于,HSKsentences,1786
1787,4,牙膏用完了，要买新的。,"Yágāo yòng wán le, yào mǎi xīn de.",歯磨き粉がなくなったので、新しいものを買わなければなりません。,「牙膏」は「歯磨き粉」という意味です。,,仍然／究竟,HSKsentences,1787
1788,2,中国是亚洲最大的国家。,Zhōngguó shì Yàzhōu zuì dà de guójiā,中国はアジアで最大の国です。,「亚洲」は「アジア」という意味です。,14,V着V着／一～就～,HSKsentences,1788
1789,4,吸烟有害健康。,Xī yān yǒuhài jiànkāng,喫煙は健康に有害です。,「烟」は「タバコ」という意味です。,,不仅～也～／从来,HSKsentences,1789
1790,2,做菜别放太多盐。,Zuòcài bié fàng tài duō yán,料理に塩を入れすぎないでください。,「盐」は「塩」という意味です。,23,应该／得(děi),HSKsentences,1790
1791,4,他是一个非常严格的老师。,Tā shì yí gè fēicháng yángé de lǎoshī,彼はとても厳しい先生です。,「严格」は「厳格」という意味です。,,就是,HSKsentences,1791
1792,4,她正在研究中国古代文化。,Tā zhèngzài yánjiū Zhōngguó gǔdài wénhuà.,彼女は古代中国文化を研究しています。,「研究」は「研究」という意味です。,71,只是～而已／即使～也,HSKsentences,1792
1793,4,他今年考上了研究生。,Tā jīnnián kǎo shàng le yánjiūshēng,彼は今年大学院に入学しました。,「研究生」は「大学院生」という意味です。,,在～上,HSKsentences,1793
1794,4,这个问题比较严重。,Zhège wèntí bǐjiào yánzhòng,これはかなり深刻な問題です。,「严重」は「深刻」という意味です。,24,正好／差不多,HSKsentences,1794
1795,4,他在电影里演了一个医生。,Tā zài diànyǐng lǐ yǎn le yí gè yīshēng.,彼は映画で医者の役を演じました。,「演」は「演じる」という意味です。,,～不了／无法,HSKsentences,1795
1796,4,歌手们将演唱几首经典歌曲。,Gēshǒumen jiāng yǎnchàng jǐ shǒu jīngdiǎn gēqǔ,歌手たちはいくつかの名曲を披露します。,「演唱」は「歌う」という意味です。,,尽管／不管,HSKsentences,1796
1797,4,今晚的演出几点开始？,Jīnwǎn de yǎnchū jǐ diǎn kāishǐ?,今夜の公演は何時に始まりますか？,「演出」は「公演」という意味です。,,却／而,HSKsentences,1797
1798,4,他戴了一副新眼镜。,Tā dài le yí fù xīn yǎnjìng.,彼は新しい眼鏡をかけています。,「眼镜」は「眼鏡」という意味です。,,另外,HSKsentences,1798
1799,4,眼前的美景让人陶醉。,Yǎnqián de měijǐng ràng rén táozuì.,目の前の美しい景色はうっとりするほどです。,「眼前」は「目の前」という意味です。,,根据／按照,HSKsentences,1799
1800,4,她是一名很出色的演员。,Tā shì yì míng hěn chūsè de yǎnyuán.,彼女はとても素晴らしい女優です。,「演员」は「俳優」という意味です。,,连～也都／甚至,HSKsentences,1800
1801,2,今天阳光很好，适合出去走走。,"Jīntiān yángguāng hěn hǎo, shìhé chūqu zǒuzou",今日は太陽が明るく輝いていて、散歩に最適です。,「阳光」は「陽光」という意味です。,22,并／估计,HSKsentences,1801
1802,4,我们要养成良好的学习习惯。,Wǒmen yào yǎngchéng liánghǎo de xuéxí xíguàn.,私たちは良い学習習慣を身につけるべきです。,「养成」は「育てる」という意味です。,,首先～其次／再说,HSKsentences,1802
1803,1,他穿上新衣服后，样子很帅。,"Tā chuān shàng xīn yīfu hòu, yàngzi hěn shuài",彼は新しい服を着てとてもハンサムだった。,「样子」は「様子」という意味です。,12,竟然／果然,HSKsentences,1803
1804,1,他邀请了同事们参加聚会。,Tā yāoqǐng le tóngshìmen cānjiā jùhuì.,彼は同僚たちをパーティーに招待した。,「邀请」は「招待」という意味です。,8,要是／值得,HSKsentences,1804
1805,4,要是明天下雨，我们就不去了。,"Yàoshi míngtiān xià yǔ, wǒmen jiù bú qù le.",明日雨が降ったら、私たちは行かない。,「要是」は「もし」という意味です。,56,以为／认为,HSKsentences,1805
1806,4,我忘记带钥匙了。,Wǒ wàngjì dài yàoshi le.,鍵を忘れた。,「钥匙」は「鍵」という意味です。,,既～又也还／可不是／往往,HSKsentences,1806
1807,1,也许他今天不会来了。,Yěxǔ tā jīntiān bú huì lái le.,彼は今日来ないかもしれない。,「也许」は「もしかすると」という意味です。,4,由于／因此／难道,HSKsentences,1807
1808,4,他工作了一整夜。,Tā gōngzuò le yì zhěng yè,彼は徹夜で働いた。,「夜」は「夜」という意味です。,,否则／无论,HSKsentences,1808
1809,4,城市的夜晚灯火辉煌。,Chéngshì de yèwǎn dēnghuǒ huīhuáng.,夜、街の明かりが明るく輝いていた。,「夜晚」は「夜」という意味です。,,同时／并且,HSKsentences,1809
1810,4,秋天叶子变成了金色。,Qiūtiān yèzi biànchéng le jīnsè.,秋の葉が金色に染まった。,「叶子」は「葉」という意味です。,,然而／再～也～,HSKsentences,1810
1811,2,一切都准备好了。,Yíqiè dōu zhǔnbèi hǎo le.,すべて準備が整った。,「一切」は「すべて」という意味です。,28,以,HSKsentences,1811
1812,4,他已完成了全部工作。,Tā yǐ wánchéng le quánbù gōngzuò.,彼はすべての仕事を終えた。,「已」は「すでに」という意味です。,,由／既然,HSKsentences,1812
1813,1,请在三天以内完成。,Qǐng zài sān tiān yǐnèi wánchéng.,3日以内に終わらせてください。,「以内」は「以内」という意味です。,8,于是／可,HSKsentences,1813
1814,4,你有什么意见可以提出来。,Nǐ yǒu shénme yìjiàn kěyǐ tíchūlái.,何か提案はありますか？,「意见」は「意見」という意味です。,63,恐怕／敢,HSKsentences,1814
1815,2,他一生都在从事教育事业。,Tā yìshēng dōu zài cóngshì jiàoyù shìyè,彼は生涯を教育に捧げた。,「一生」は「一生」という意味です。,22,到底／叫做,HSKsentences,1815
1816,2,他对艺术非常感兴趣。,Tā duì yìshù fēicháng gǎn xìngqù.,彼は芸術にとても興味を持っていた。,「艺术」は「芸術」という意味です。,18,为了／在于,HSKsentences,1816
1817,4,他很努力，因此成绩一直很好。,"Tā hěn nǔlì, yīncǐ chéngjì yìzhí hěn hǎo",彼はとても努力家だったので、成績はいつも優秀だった。,「因此」は「それゆえ」という意味です。,59,仍然／究竟,HSKsentences,1817
1818,4,这件事引起了大家的注意。,Zhè jiàn shì yǐnqǐ le dàjiā de zhùyì.,これは皆の注目を集めた。,「引起」は「引き起こす」という意味です。,,V着V着／一～就～,HSKsentences,1818
1819,4,她给我留下了很好的印象。,Tā gěi wǒ liúxia le hěn hǎo de yìnxiàng.,彼女は私にとても良い印象を与えた。,「印象」は「印象」という意味です。,,不仅～也～／从来,HSKsentences,1819
1820,4,最后我们赢了这场比赛。,Zuìhòu wǒmen yíng le zhè chǎng bǐsài.,結局、私たちはコンテストで優勝した。,「赢」は「勝つ」という意味です。,24,应该／得(děi),HSKsentences,1820
1821,3,他赢得了大家的尊重。,Tā yíngdé le dàjiā de zūnzhòng,彼は皆から尊敬を集めた。,「赢得」は「勝ち取る」という意味です。,32,就是,HSKsentences,1821
1822,4,她去公司应聘了一个职位。,Tā qù gōngsī yìngpìn le yí gè zhíwèi,彼女はその会社に就職を申し込んだ。,「应聘」は「応募」という意味です。,,只是～而已／即使～也,HSKsentences,1822
1823,4,他是一个勇敢的人。,Tā shì yí gè yǒnggǎn de rén.,彼は勇敢な人だ。,「勇敢」は「勇敢」という意味です。,66,在～上,HSKsentences,1823
1824,4,我们永远是好朋友。,Wǒmen yǒngyuǎn shì hǎo péngyou.,私たちはいつまでも良い友達でいるだろう。,「永远」は「永遠」という意味です。,,正好／差不多,HSKsentences,1824
1825,1,这个工具是用来修理机器的。,Zhège gōngjù shì yònglái xiūlǐ jīqì de,この道具は機械の修理に使われる。,「用来」は「～に用いる」という意味です。,13,～不了／无法,HSKsentences,1825
1826,4,这笔钱将用于学校建设。,Zhè bǐ qián jiāng yòngyú xuéxiào jiànshè,そのお金は学校建設に使われる。,「用于」は「～に用いる」という意味です。,,尽管／不管,HSKsentences,1826
1827,2,他最大的优点是认真负责。,Tā zuì dà de yōudiǎn shì rènzhēn fùzé.,彼の最大の長所は、誠実さと責任感だ。,「优点」は「長所」という意味です。,14,却／而,HSKsentences,1827
1828,4,他是一个非常幽默的人。,Tā shì yí gè fēicháng yōumò de rén.,彼はとてもユーモアのある人だ。,「幽默」は「ユーモア」という意味です。,,另外,HSKsentences,1828
1829,4,她是一名优秀的学生。,Tā shì yì míng yōuxiù de xuéshēng.,彼女は優秀な学生だ。,「优秀」は「優秀」という意味です。,,根据／按照,HSKsentences,1829
1830,4,这篇文章由他翻译。,Zhè piān wénzhāng yóu tā fānyì.,この記事は彼が翻訳した。,「由」は「～から」という意味です。,,连～也都／甚至,HSKsentences,1830
1831,4,锅里放一些油。,Guō lǐ fàng yìxiē yóu,フライパンに油を少し入れる。,「油」は「油」という意味です。,,并／估计,HSKsentences,1831
1832,1,他喜欢运动，尤其是游泳。,"Tā xǐhuan yùndòng, yóuqí shì yóuyǒng.",彼はスポーツが好きで、特に水泳が好きだ。,「尤其」は「特に」という意味です。,11,首先～其次／再说,HSKsentences,1832
1833,1,周末我们去公园游玩。,Zhōumò wǒmen qù gōngyuán yóuwán.,私たちは週末に公園に行った。,「游玩」は「遊び」という意味です。,5,竟然／果然,HSKsentences,1833
1834,4,由于天气原因，飞机延误了。,"Yóuyú tiānqì yuányīn, fēijī yánwù le.",天候のため飛行機が遅れた。,「由于」は「～のため」という意味です。,59,要是／值得,HSKsentences,1834
1835,4,中国人对外国人很友好。,Zhōngguó rén duì wàiguó rén hěn yǒuhǎo,中国人は外国人にとても親切だ。,「友好」は「友好」という意味です。,,以为／认为,HSKsentences,1835
1836,4,友情是人生中宝贵的财富。,Yǒuqíng shì rénshēng zhōng bǎoguì de cáifù.,友情は人生における貴重な宝物だ。,「友情」は「友情」という意味です。,,既～又也还／可不是／往往,HSKsentences,1836
1837,4,这本书非常有趣。,Zhè běn shū fēicháng yǒuqù.,この本はとても面白い。,「有趣」は「面白い」という意味です。,,由于／因此／难道,HSKsentences,1837
1838,4,这个办法非常有效。,Zhège bànfǎ fēicháng yǒuxiào.,この方法はとても効果的だ。,「有效」は「効果的」という意味です。,,否则／无论,HSKsentences,1838
1839,4,我们的友谊地久天长。,Wǒmen de yǒuyì dìjiǔtiāncháng.,私たちの友情は永遠に続く。,「友谊」は「友情」という意味です。,,同时／并且,HSKsentences,1839
1840,4,这座城市有着悠久的历史。,Zhè zuò chéngshì yǒuzhe yōujiǔ de lìshǐ,この街には長い歴史がある。,「有着」は「～がある」という意味です。,,然而／再～也～,HSKsentences,1840
1841,4,祝你假期愉快！,Zhù nǐ jiàqī yúkuài!,楽しい休日を！,「愉快」は「楽しい」という意味です。,,以,HSKsentences,1841
1842,4,天下雨了，于是我们决定留在家里。,"Tiān xià yǔ le, yúshì wǒmen juédìng liú zài jiā lǐ.",雨が降っているので、私たちは家にいることにした。,「于是」は「それで」という意味です。,65,由／既然,HSKsentences,1842
1843,4,他经常与朋友讨论学术问题。,Tā jīngcháng yǔ péngyou tǎolùn xuéshù wèntí.,彼はよく友人たちと学問的な話題について話し合います。,「与」は「と」という意味です。,,于是／可,HSKsentences,1843
1844,4,中文的语法和英语不一样。,Zhōngwén de yǔfǎ hé Yīngyǔ bù yíyàng.,中国語の文法は英語の文法とは異なります。,「语法」は「文法」という意味です。,,恐怕／敢,HSKsentences,1844
1845,4,上课前要预习课文。,Shàngkè qián yào yùxí kèwén.,授業前にテキストを予習しておくべきです。,「预习」は「予習」という意味です。,,到底／叫做,HSKsentences,1845
1846,1,原来你也在这儿啊！,Yuánlái nǐ yě zài zhèr a!,ああ、あなたも来ていたんですね！,「原来」は「原來」という意味です。,7,为了／在于,HSKsentences,1846
1847,1,请你原谅我的错误。,Qǐng nǐ yuánliàng wǒ de cuòwù,私の間違いをお許しください。,「原谅」は「許す」という意味です。,8,仍然／究竟,HSKsentences,1847
1848,4,迟到的原因是堵车了。,Chídào de yuányīn shì dǔchē le.,遅刻の理由は交通渋滞でした。,「原因」は「理由」という意味です。,,V着V着／一～就～,HSKsentences,1848
1849,4,我们要远离危险。,Wǒmen yào yuǎnlí wēixiǎn,私たちは危険から遠ざからなければなりません。,「远离」は「離れる」という意味です。,,不仅～也～／从来,HSKsentences,1849
1850,4,医院的院长来看望病人了。,Yīyuàn de yuànzhǎng lái kànwàng bìngrén le,病院長が患者を見舞いに来ました。,「院长」は「院長」という意味です。,,应该／得(děi),HSKsentences,1850
1851,4,他家的院子里种了很多花。,Tā jiā de yuànzi lǐ zhòng le hěn duō huā,彼の庭は花でいっぱいです。,「院子」は「庭」という意味です。,,就是,HSKsentences,1851
1852,4,我们约好明天见面。,Wǒmen yuē hǎo míngtiān jiànmiàn,私たちは明日会う約束をしました。,「约」は「約束」という意味です。,,只是～而已／即使～也,HSKsentences,1852
1853,4,他今天晚上有个约会。,Tā jīntiān wǎnshang yǒu gè yuēhuì,彼は今夜デートの予定です。,「约会」は「デート」という意味です。,,在～上,HSKsentences,1853
1854,4,中秋节要吃月饼。,Zhōngqiūjié yào chī yuèbing,私たちは中秋節に月餅を食べます。,「月饼」は「月餅」という意味です。,,正好／差不多,HSKsentences,1854
1855,4,阅读是学习语言的好方法。,Yuèdú shì xuéxí yǔyán de hǎo fāngfǎ,読書は言語を学ぶ良い方法です。,「阅读」は「読む」という意味です。,,～不了／无法,HSKsentences,1855
1856,4,你是几月份的生日？,Nǐ shì jǐ yuèfèn de shēngrì?,あなたの誕生日は何月ですか？,「月份」は「月」という意味です。,,尽管／不管,HSKsentences,1856
1857,4,天上有很多白云。,Tiān shàng yǒu hěn duō bái yún,空には白い雲がたくさんあります。,「云」は「雲」という意味です。,,却／而,HSKsentences,1857
1858,4,这里不允许拍照。,Zhèlǐ bù yǔnxǔ pāizhào.,ここは写真撮影禁止です。,「允许」は「許可」という意味です。,,另外,HSKsentences,1858
1859,4,她在看一本时尚杂志。,Tā zài kàn yì běn shíshàng zázhì.,彼女はファッション雑誌を読んでいます。,「杂志」は「雑誌」という意味です。,,根据／按照,HSKsentences,1859
