id,hanzi,pinyin,meaning_ja,hsk_level,source_site
3629,本质,běnzhì,本質,6,user_hsk5_6_list
3630,逼,bī,迫る,6,user_hsk5_6_list
3631,必将,bìjiāng,必ず,6,user_hsk5_6_list
3632,必修,bìxiū,必修,6,user_hsk5_6_list
3633,闭,bì,閉,6,user_hsk5_6_list
3634,边缘,biānyuán,端,6,user_hsk5_6_list
3635,编制,biānzhì,編成,6,user_hsk5_6_list
3636,扁,biǎn,平ら,6,user_hsk5_6_list
3637,变更,biàngēng,変更,6,user_hsk5_6_list
3638,变换,biànhuàn,変換,6,user_hsk5_6_list
3639,变形,biànxíng,変形,6,user_hsk5_6_list
3640,便,biàn,便利,6,user_hsk5_6_list
3641,便是,biànshì,つまり,6,user_hsk5_6_list
3642,遍地,biàndì,至る所,6,user_hsk5_6_list
3643,表面上,biǎomiànshàng,表面的には,6,user_hsk5_6_list
3644,病房,bìngfáng,病室,6,user_hsk5_6_list
3645,病情,bìngqíng,病状,6,user_hsk5_6_list
3646,拨打,bōdǎ,電話をかける,6,user_hsk5_6_list
3647,波动,bōdòng,変動,6,user_hsk5_6_list
3648,波浪,bōlàng,波,6,user_hsk5_6_list
3649,播,bō,放送,6,user_hsk5_6_list
3650,不见,bújiàn,見えない,6,user_hsk5_6_list
3651,不料,búliào,まさか,6,user_hsk5_6_list
3652,不再,búzài,もう二度と,6,user_hsk5_6_list
3653,不至于,búzhìyú,そこまでではない,6,user_hsk5_6_list
3654,补考,bǔkǎo,追試験,6,user_hsk5_6_list
3655,补课,bǔkè,補講,6,user_hsk5_6_list
3656,补习,bǔxí,補習,6,user_hsk5_6_list
3657,补助,bǔzhù,補助金,6,user_hsk5_6_list
3658,捕,bǔ,捕まえる,6,user_hsk5_6_list
3659,不成,bùchéng,うまくいかない,6,user_hsk5_6_list
3660,不禁,bùjīn,思わず,6,user_hsk5_6_list
3661,不仅仅,bùjǐnjǐn,ただそれだけではない,6,user_hsk5_6_list
3662,不通,bùtōng,通じない,6,user_hsk5_6_list
3663,不怎么,bùzěnme,あまり,6,user_hsk5_6_list
3664,不怎么样,bùzěnmeyàng,大したことない,6,user_hsk5_6_list
3665,不值,bùzhí,価値がない,6,user_hsk5_6_list
3666,布满,bùmǎn,満ちている,6,user_hsk5_6_list
3667,部队,bùduì,部隊,6,user_hsk5_6_list
3668,采纳,cǎinà,採用する,6,user_hsk5_6_list
3669,踩,cǎi,踏む,6,user_hsk5_6_list
3670,参展,cānzhǎn,出展する,6,user_hsk5_6_list
3671,餐,cān,食事,6,user_hsk5_6_list
3672,残疾,cánjí,障害,6,user_hsk5_6_list
3673,残疾人,cánjírén,障害者,6,user_hsk5_6_list
3674,残酷,cánkù,残酷,6,user_hsk5_6_list
3675,惨,cǎn,悲惨な、むごい,6,user_hsk5_6_list
3676,仓库,cāngkù,倉庫,6,user_hsk5_6_list
3677,藏,cáng,隠す,6,user_hsk5_6_list
3678,操纵,cāozòng,操作,6,user_hsk5_6_list
3679,侧,cè,側面,6,user_hsk5_6_list
3680,测定,cèdìng,測定,6,user_hsk5_6_list
3681,策划,cèhuà,企画,6,user_hsk5_6_list
3682,策略,cèlüè,戦略,6,user_hsk5_6_list
3683,层面,céngmiàn,レベル,6,user_hsk5_6_list
3684,差异,chāyì,差異,6,user_hsk5_6_list
3685,查出,cháchū,発見,6,user_hsk5_6_list
3686,拆迁,chāiqiān,立ち退き,6,user_hsk5_6_list
3687,产量,chǎnliàng,生産量,6,user_hsk5_6_list
3688,昌盛,chāngshèng,繁栄,6,user_hsk5_6_list
3689,长短,chángduǎn,長短,6,user_hsk5_6_list
3690,长假,chángjià,長期休暇,6,user_hsk5_6_list
3691,长久,chángjiǔ,長期,6,user_hsk5_6_list
3692,长跑,chángpǎo,長距離走,6,user_hsk5_6_list
3693,长远,chángyuǎn,長期的な,6,user_hsk5_6_list
3694,常规,chángguī,通常の,6,user_hsk5_6_list
3695,常年,chángnián,通年の,6,user_hsk5_6_list
3696,厂商,chǎngshāng,メーカー,6,user_hsk5_6_list
3697,场地,chǎngdì,会場,6,user_hsk5_6_list
3698,场馆,chǎngguǎn,施設,6,user_hsk5_6_list
3699,场景,chǎngjǐng,シーン,6,user_hsk5_6_list
3700,畅通,chàngtōng,円滑,6,user_hsk5_6_list
3701,超,chāo,超える、超〜（接頭辞、例：超市＝スーパー）,6,user_hsk5_6_list
3702,超出,chāochū,超える,6,user_hsk5_6_list
3703,炒,chǎo,投機,6,user_hsk5_6_list
3704,炒股,chǎogǔ,株式投資,6,user_hsk5_6_list
3705,炒作,chǎozuò,誇大宣伝,6,user_hsk5_6_list
3706,车号,chēhào,車番,6,user_hsk5_6_list
3707,车牌,chēpái,ナンバープレート,6,user_hsk5_6_list
3708,车展,chēzhǎn,モーターショー,6,user_hsk5_6_list
3709,撤离,chèlí,避難,6,user_hsk5_6_list
3710,撤销,chèxiāo,取り消し,6,user_hsk5_6_list
3711,撑,chēng,支える,6,user_hsk5_6_list
3712,成,chéng,〜割（10分の1を表す量詞、例：三成＝3割）,6,user_hsk5_6_list
3713,成分,chéngfèn,成分,6,user_hsk5_6_list
3714,成品,chéngpǐn,完成品,6,user_hsk5_6_list
3715,承诺,chéngnuò,約束,6,user_hsk5_6_list
3716,城区,chéngqū,市街地,6,user_hsk5_6_list
3717,城乡,chéngxiāng,都市と農村,6,user_hsk5_6_list
3718,城镇,chéngzhèn,町,6,user_hsk5_6_list
3719,持有,chíyǒu,保有,6,user_hsk5_6_list
3720,冲击,chōngjī,衝撃,6,user_hsk5_6_list
3721,重建,chóngjiàn,再建,6,user_hsk5_6_list
3722,重组,chóngzǔ,再編,6,user_hsk5_6_list
3723,崇拜,chóngbài,崇拝,6,user_hsk5_6_list
3724,宠物,chǒngwù,ペット,6,user_hsk5_6_list
3725,冲,chōng,突撃,6,user_hsk5_6_list
3726,出场,chūchǎng,登場,6,user_hsk5_6_list
3727,出动,chūdòng,出動,6,user_hsk5_6_list
3728,出访,chūfǎng,訪問,6,user_hsk5_6_list
3729,出路,chūlù,活路,6,user_hsk5_6_list
3730,出面,chūmiàn,前面に立つ,6,user_hsk5_6_list
3731,出名,chūmíng,有名になる,6,user_hsk5_6_list
3732,出入,chūrù,出入り,6,user_hsk5_6_list
3733,出事,chūshì,事故,6,user_hsk5_6_list
3734,出台,chūtái,発表,6,user_hsk5_6_list
3735,初等,chūděng,初等の（例：初等教育、初等数学）,6,user_hsk5_6_list
3736,除,chú,除く、取り除く（動詞用法。「除了」＝〜を除いて）,6,user_hsk5_6_list
3737,储存,chǔcún,保管,6,user_hsk5_6_list
3738,处处,chùchù,至る所,6,user_hsk5_6_list
3739,处长,chùzhǎng,課長,6,user_hsk5_6_list
3740,传出,chuánchū,伝えられる,6,user_hsk5_6_list
3741,传媒,chuánméi,メディア,6,user_hsk5_6_list
3742,传输,chuánshū,伝送,6,user_hsk5_6_list
3743,传言,chuányán,噂,6,user_hsk5_6_list
3744,船员,chuányuán,乗組員,6,user_hsk5_6_list
3745,船长,chuánzhǎng,船長,6,user_hsk5_6_list
3746,船只,chuánzhī,船舶,6,user_hsk5_6_list
3747,串,chuàn,串刺しにする、〜串（動詞・量詞用法）,6,user_hsk5_6_list
3748,窗口,chuāngkǒu,ウィンドウ,6,user_hsk5_6_list
3749,创办,chuàngbàn,設立,6,user_hsk5_6_list
3750,创建,chuàngjiàn,作成,6,user_hsk5_6_list
3751,创意,chuàngyì,アイデア,6,user_hsk5_6_list
3752,此处,cǐchù,ここ,6,user_hsk5_6_list
3753,此前,cǐqián,以前,6,user_hsk5_6_list
3754,此事,cǐshì,この件,6,user_hsk5_6_list
3755,此致,cǐzhì,敬具,6,user_hsk5_6_list
3756,次数,cìshù,回数,6,user_hsk5_6_list
3757,从不,cóngbù,決して,6,user_hsk5_6_list
3758,从没,cóngméi,一度も,6,user_hsk5_6_list
3759,醋,cù,酢,6,user_hsk5_6_list
3760,村庄,cūnzhuāng,村,6,user_hsk5_6_list
3761,搭,dā,乗る,6,user_hsk5_6_list
3762,搭档,dādàng,相棒,6,user_hsk5_6_list
3763,搭配,dāpèi,組み合わせ,6,user_hsk5_6_list
3764,打动,dǎdòng,感動させる,6,user_hsk5_6_list
3765,打断,dǎduàn,遮る,6,user_hsk5_6_list
3766,打发,dǎfa,生クリームを泡立てる,6,user_hsk5_6_list
3767,打官司,dǎguānsi,訴訟を起こす,6,user_hsk5_6_list
3768,打牌,dǎpái,トランプをする,6,user_hsk5_6_list
3769,打造,dǎzào,作り上げる,6,user_hsk5_6_list
3770,大道,dàdào,大通り,6,user_hsk5_6_list
3771,大街,dàjiē,大通り,6,user_hsk5_6_list
3772,大力,dàlì,力強く,6,user_hsk5_6_list
3773,大米,dàmǐ,米,6,user_hsk5_6_list
3774,大批,dàpī,大量,6,user_hsk5_6_list
3775,大师,dàshī,巨匠,6,user_hsk5_6_list
3776,大使,dàshǐ,大使,6,user_hsk5_6_list
3777,待会儿,dāihuìr,後ほど,6,user_hsk5_6_list
3778,担忧,dānyōu,懸念,6,user_hsk5_6_list
3779,单打,dāndǎ,シングル,6,user_hsk5_6_list
3780,诞生,dànshēng,誕生,6,user_hsk5_6_list
3781,党,dǎng,党、政党,6,user_hsk5_6_list
3782,当成,dāngchéng,～と見なす,6,user_hsk5_6_list
3783,当天,dāngtiān,当日,6,user_hsk5_6_list
3784,当作,dàngzuò,～として扱う,6,user_hsk5_6_list
3785,档,dàng,ファイル,6,user_hsk5_6_list
3786,档案,dàng’àn,ファイル,6,user_hsk5_6_list
3787,岛,dǎo,島,6,user_hsk5_6_list
3788,到期,dàoqī,期限切れ,6,user_hsk5_6_list
3789,盗版,dàobǎn,海賊版,6,user_hsk5_6_list
3790,道教,dàojiào,道教,6,user_hsk5_6_list
3791,低头,dītóu,うつむく,6,user_hsk5_6_list
3792,滴,dī,滴る、しずく（動詞・量詞用法）,6,user_hsk5_6_list
3793,抵达,dǐdá,到着,6,user_hsk5_6_list
3794,抵抗,dǐkàng,抵抗,6,user_hsk5_6_list
3795,地板,dìbǎn,床,6,user_hsk5_6_list
3796,地名,dìmíng,地名,6,user_hsk5_6_list
3797,地下室,dìxiàshì,地下室,6,user_hsk5_6_list
3798,电车,diànchē,電車,6,user_hsk5_6_list
3799,电动,diàndòng,電動,6,user_hsk5_6_list
3800,电力,diànlì,電力,6,user_hsk5_6_list
3801,电器,diànqì,電気製品,6,user_hsk5_6_list
3802,吊,diào,吊るす,6,user_hsk5_6_list
3803,调研,diàoyán,調査,6,user_hsk5_6_list
3804,跌,diē,転ぶ,6,user_hsk5_6_list
3805,定价,dìngjià,価格設定,6,user_hsk5_6_list
3806,定时,dìngshí,タイマー,6,user_hsk5_6_list
3807,定位,dìngwèi,位置情報,6,user_hsk5_6_list
3808,动画,dònghuà,アニメーション,6,user_hsk5_6_list
3809,斗争,dòuzhēng,闘争,6,user_hsk5_6_list
3810,都市,dūshì,都市,6,user_hsk5_6_list
3811,毒品,dúpǐn,麻薬,6,user_hsk5_6_list
3812,赌,dǔ,賭け,6,user_hsk5_6_list
3813,赌博,dǔbó,ギャンブル,6,user_hsk5_6_list
3814,渡,dù,渡る、渡す（動詞用法）,6,user_hsk5_6_list
3815,端,duān,端、はし（また「端正＝きちんとした」の意も）,6,user_hsk5_6_list
3816,端午节,duānwǔjié,端午の節句,6,user_hsk5_6_list
3817,短片,duǎnpiàn,短編,6,user_hsk5_6_list
3818,队伍,duìwu,隊列,6,user_hsk5_6_list
3819,对抗,duìkàng,対抗,6,user_hsk5_6_list
3820,对外,duìwài,対外,6,user_hsk5_6_list
3821,蹲,dūn,しゃがむ,6,user_hsk5_6_list
3822,多半,duōbàn,多くの場合,6,user_hsk5_6_list
3823,多方面,duōfāngmiàn,多方面,6,user_hsk5_6_list
3824,多媒体,duōméitǐ,マルチメディア,6,user_hsk5_6_list
3825,夺,duó,奪う,6,user_hsk5_6_list
3826,夺取,duóqǔ,奪取,6,user_hsk5_6_list
3827,恩人,ēnrén,恩人,6,user_hsk5_6_list
3828,儿科,érkē,小児科,6,user_hsk5_6_list
3829,发病,fābìng,発症,6,user_hsk5_6_list
3830,发电,fādiàn,発電,6,user_hsk5_6_list
3831,发放,fāfàng,配布,6,user_hsk5_6_list
3832,发怒,fānù,激怒,6,user_hsk5_6_list
3833,发起,fāqǐ,発起,6,user_hsk5_6_list
3834,发言人,fāyánrén,スポークスパーソン,6,user_hsk5_6_list
3835,发炎,fāyán,炎症,6,user_hsk5_6_list
3836,法庭,fǎtíng,法廷,6,user_hsk5_6_list
3837,法语,fǎyǔ,フランス語,6,user_hsk5_6_list
3838,番,fān,回、〜回（量詞・回数を表す用法、例：说一番话＝一通り話す）,6,user_hsk5_6_list
3839,番茄,fānqié,トマト,6,user_hsk5_6_list
3840,凡是,fánshì,あらゆる,6,user_hsk5_6_list
3841,繁殖,fánzhí,繁殖,6,user_hsk5_6_list
3842,反抗,fǎnkàng,反抗,6,user_hsk5_6_list
3843,反问,fǎnwèn,反問,6,user_hsk5_6_list
3844,反响,fǎnxiǎng,反響,6,user_hsk5_6_list
3845,犯,fàn,犯す、違反する（動詞用法）,6,user_hsk5_6_list
3846,犯规,fànguī,反則,6,user_hsk5_6_list
3847,犯罪,fànzuì,犯罪,6,user_hsk5_6_list
3848,防范,fángfàn,防犯,6,user_hsk5_6_list
3849,防守,fángshǒu,守備,6,user_hsk5_6_list
3850,房价,fángjià,住宅価格,6,user_hsk5_6_list
3851,仿佛,fǎngfú,まるで,6,user_hsk5_6_list
3852,飞船,fēichuán,宇宙船,6,user_hsk5_6_list
3853,飞行员,fēixíngyuán,パイロット,6,user_hsk5_6_list
3854,肺,fèi,肺,6,user_hsk5_6_list
3855,分工,fēngōng,分業,6,user_hsk5_6_list
3856,分裂,fēnliè,分裂,6,user_hsk5_6_list
3857,愤怒,fènnù,怒り,6,user_hsk5_6_list
3858,风暴,fēngbào,嵐,6,user_hsk5_6_list
3859,峰会,fēnghuì,サミット,6,user_hsk5_6_list
3860,奉献,fèngxiàn,献身,6,user_hsk5_6_list
3861,佛,fó,仏,6,user_hsk5_6_list
3862,佛教,fójiào,仏教,6,user_hsk5_6_list
3863,服,fú,服従する、（薬を）飲む（動詞用法。「衣服」の服とは別の用法）,6,user_hsk5_6_list
3864,浮,fú,浮く、浮かぶ（動詞用法）,6,user_hsk5_6_list
3865,负,fù,負,6,user_hsk5_6_list
3866,妇女,fùnǚ,女性,6,user_hsk5_6_list
3867,复苏,fùsū,回復,6,user_hsk5_6_list
3868,副,fù,〜な様子をした（形容詞用法、例：一副着急的样子）,6,user_hsk5_6_list
3869,副,fù,〜組、〜そろい（対になったものを数える量詞、例：一副眼镜）,6,user_hsk5_6_list
3870,富人,fùrén,金持ち,6,user_hsk5_6_list
3871,富有,fùyǒu,裕福,6,user_hsk5_6_list
3872,改装,gǎizhuāng,改造,6,user_hsk5_6_list
3873,干涉,gānshè,干渉,6,user_hsk5_6_list
3874,肝,gān,肝臓（また「肝っ玉」のように度胸の意も）,6,user_hsk5_6_list
3875,杆,gān,棒,6,user_hsk5_6_list
3876,赶不上,gǎnbúshàng,追いつけない,6,user_hsk5_6_list
3877,赶忙,gǎnmáng,急いで,6,user_hsk5_6_list
3878,敢于,gǎnyú,敢えて,6,user_hsk5_6_list
3879,刚好,gānghǎo,ちょうど,6,user_hsk5_6_list
3880,岗位,gǎngwèi,職場,6,user_hsk5_6_list
3881,港口,gǎngkǒu,港,6,user_hsk5_6_list
3882,高层,gāocéng,上層部,6,user_hsk5_6_list
3883,高档,gāodàng,高級,6,user_hsk5_6_list
3884,高等,gāoděng,高等,6,user_hsk5_6_list
3885,高峰,gāofēng,ピーク,6,user_hsk5_6_list
3886,高科技,gāokējì,ハイテク,6,user_hsk5_6_list
3887,高手,gāoshǒu,達人,6,user_hsk5_6_list
3888,稿子,gǎozi,原稿,6,user_hsk5_6_list
3889,歌唱,gēchàng,歌唱,6,user_hsk5_6_list
3890,歌词,gēcí,歌詞,6,user_hsk5_6_list
3891,歌星,gēxīng,歌手,6,user_hsk5_6_list
3892,革新,géxīn,革新,6,user_hsk5_6_list
3893,更是,gèngshì,さらに,6,user_hsk5_6_list
3894,工商,gōngshāng,商工,6,user_hsk5_6_list
3895,公,gōng,公の、公平な（また動物の「オス」の意も）,6,user_hsk5_6_list
3896,公安,gōngān,警察、公安（機関）（日本語の「公安」より意味が広く、通常の警察全般を指す）,6,user_hsk5_6_list
3897,公鸡,gōngjī,雄鶏,6,user_hsk5_6_list
3898,公众,gōngzhòng,大衆,6,user_hsk5_6_list
3899,公主,gōngzhǔ,王女,6,user_hsk5_6_list
3900,攻击,gōngjī,攻撃,6,user_hsk5_6_list
3901,供给,gōngjǐ,供給,6,user_hsk5_6_list
3902,宫,gōng,宮,6,user_hsk5_6_list
3903,巩固,gǒnggù,強化,6,user_hsk5_6_list
3904,贡献,gòngxiàn,貢献,6,user_hsk5_6_list
3905,构建,gòujiàn,構築,6,user_hsk5_6_list
3906,孤独,gūdú,孤独,6,user_hsk5_6_list
3907,孤儿,gūér,孤児,6,user_hsk5_6_list
3908,姑姑,gūgu,叔母,6,user_hsk5_6_list
3909,古典,gǔdiǎn,古典,6,user_hsk5_6_list
3910,股,gǔ,株,6,user_hsk5_6_list
3911,股东,gǔdōng,株主,6,user_hsk5_6_list
3912,股票,gǔpiào,株式,6,user_hsk5_6_list
3913,故障,gùzhàng,故障,6,user_hsk5_6_list
3914,顾,gù,顧,6,user_hsk5_6_list
3915,刮,guā,削る,6,user_hsk5_6_list
3916,拐,guǎi,曲がり角,6,user_hsk5_6_list
3917,关爱,guānài,思いやり,6,user_hsk5_6_list
3918,关联,guānlián,関連,6,user_hsk5_6_list
3919,观光,guānguāng,観光,6,user_hsk5_6_list
3920,官司,guānsi,訴訟,6,user_hsk5_6_list
3921,管道,guǎndào,パイプライン,6,user_hsk5_6_list
3922,光辉,guānghuī,輝き,6,user_hsk5_6_list
3923,广阔,guǎngkuò,広大,6,user_hsk5_6_list
3924,轨道,guǐdào,軌道,6,user_hsk5_6_list
3925,跪,guì,ひざまずく,6,user_hsk5_6_list
3926,国产,guóchǎn,国産,6,user_hsk5_6_list
3927,国歌,guógē,国歌,6,user_hsk5_6_list
3928,国会,guóhuì,国会、議会（各国の議会を指す一般名詞としても使う）,6,user_hsk5_6_list
3929,国旗,guóqí,国旗,6,user_hsk5_6_list
3930,国王,guówáng,国王,6,user_hsk5_6_list
3931,果酱,guǒjiàng,ジャム,6,user_hsk5_6_list
3932,果树,guǒshù,果樹,6,user_hsk5_6_list
3933,过渡,guòdù,移行,6,user_hsk5_6_list
3934,过后,guòhòu,その後,6,user_hsk5_6_list
3935,过时,guòshí,時代遅れ,6,user_hsk5_6_list
3936,海报,hǎibào,ポスター,6,user_hsk5_6_list
3937,海底,hǎidǐ,海底,6,user_hsk5_6_list
3938,海军,hǎijūn,海軍,6,user_hsk5_6_list
3939,海浪,hǎilàng,波,6,user_hsk5_6_list
3940,海外,hǎiwài,海外,6,user_hsk5_6_list
3941,海湾,hǎiwān,湾,6,user_hsk5_6_list
3942,好不容易,hǎobùróngyì,やっとのことで、苦労の末に（＝好容易とも言う）,6,user_hsk5_6_list
3943,好似,hǎosì,まるで,6,user_hsk5_6_list
3944,好转,hǎozhuǎn,好転,6,user_hsk5_6_list
3945,好学,hàoxué,学問好きな、勉強熱心な,6,user_hsk5_6_list
3946,合约,héyuē,契約,6,user_hsk5_6_list
3947,和谐,héxié,調和,6,user_hsk5_6_list
3948,核心,héxīn,核心,6,user_hsk5_6_list
3949,黑夜,hēiyè,夜,6,user_hsk5_6_list
3950,很难说,hěnnánshuō,何とも言えない,6,user_hsk5_6_list
3951,狠,hěn,残酷,6,user_hsk5_6_list
3952,横,héng,横暴,6,user_hsk5_6_list
3953,衡量,héngliáng,比較検討する、はかりにかける（日本語では「衡量」という言葉はあまり使われないため意訳）,6,user_hsk5_6_list
3954,宏大,hóngdà,壮大,6,user_hsk5_6_list
3955,洪水,hóngshuǐ,洪水,6,user_hsk5_6_list
3956,忽略,hūlüè,無視,6,user_hsk5_6_list
3957,壶,hú,急須,6,user_hsk5_6_list
3958,互动,hùdòng,交流,6,user_hsk5_6_list
3959,户外,hùwài,屋外,6,user_hsk5_6_list
3960,护,hù,保護,6,user_hsk5_6_list
3961,花费,huāfèi,費用,6,user_hsk5_6_list
3962,花瓶,huāpíng,花瓶（また比喩的に「見た目だけで実力のない人」の意でも使うことがある）,6,user_hsk5_6_list
3963,花生,huāshēng,ピーナッツ,6,user_hsk5_6_list
3964,化解,huàjiě,解消,6,user_hsk5_6_list
3965,幻想,huànxiǎng,幻想,6,user_hsk5_6_list
3966,患者,huànzhě,患者,6,user_hsk5_6_list
3967,皇帝,huángdì,皇帝,6,user_hsk5_6_list
3968,回应,huíyìng,応答,6,user_hsk5_6_list
3969,毁,huǐ,破壊,6,user_hsk5_6_list
3970,会见,huìjiàn,面会,6,user_hsk5_6_list
3971,会长,huìzhǎng,会長,6,user_hsk5_6_list
3972,绘画,huìhuà,絵画,6,user_hsk5_6_list
3973,昏,hūn,薄暗い、意識がもうろうとする（例：黄昏＝夕暮れ、昏迷＝意識不明）,6,user_hsk5_6_list
3974,混,hùn,混ざる、混ぜる（動詞用法）,6,user_hsk5_6_list
3975,混合,hùnhé,混合,6,user_hsk5_6_list
3976,混乱,hùnluàn,混乱,6,user_hsk5_6_list
3977,活跃,huóyuè,活発,6,user_hsk5_6_list
3978,火箭,huǒjiàn,ロケット,6,user_hsk5_6_list
3979,机动车,jīdòngchē,自動車,6,user_hsk5_6_list
3980,机关,jīguān,機関,6,user_hsk5_6_list
3981,机械,jīxiè,機械,6,user_hsk5_6_list
3982,基督教,jīdūjiào,キリスト教,6,user_hsk5_6_list
3983,激情,jīqíng,情熱,6,user_hsk5_6_list
3984,吉利,jílì,縁起が良い、めでたい（日本語の「吉利」はあまり一般的ではないため意訳）,6,user_hsk5_6_list
3985,吉祥,jíxiáng,縁起が良い、めでたい,6,user_hsk5_6_list
3986,极端,jíduān,極端,6,user_hsk5_6_list
3987,急救,jíjiù,救急,6,user_hsk5_6_list
3988,疾病,jíbìng,病気,6,user_hsk5_6_list
3989,集,jí,集まる、集める、〜集（動詞・名詞用法）,6,user_hsk5_6_list
3990,给予,jǐyǔ,与える,6,user_hsk5_6_list
3991,加盟,jiāméng,加盟,6,user_hsk5_6_list
3992,家电,jiādiàn,家電,6,user_hsk5_6_list
3993,家园,jiāyuán,家,6,user_hsk5_6_list
3994,嘉宾,jiābīn,ゲスト,6,user_hsk5_6_list
3995,尖,jiān,尖った、とがっている（形容詞用法）,6,user_hsk5_6_list
3996,监测,jiāncè,監視,6,user_hsk5_6_list
3997,监督,jiāndū,監督,6,user_hsk5_6_list
3998,捡,jiǎn,拾う,6,user_hsk5_6_list
3999,简介,jiǎnjiè,概要,6,user_hsk5_6_list
4000,剑,jiàn,剣,6,user_hsk5_6_list
4001,鉴定,jiàndìng,鑑定,6,user_hsk5_6_list
4002,箭,jiàn,矢,6,user_hsk5_6_list
4003,将军,jiāngjūn,将軍,6,user_hsk5_6_list
4004,讲课,jiǎngkè,講義,6,user_hsk5_6_list
4005,酱,jiàng,醤,6,user_hsk5_6_list
4006,酱油,jiàngyóu,醤油,6,user_hsk5_6_list
4007,焦点,jiāodiǎn,焦点,6,user_hsk5_6_list
4008,脚印,jiǎoyìn,足跡,6,user_hsk5_6_list
4009,觉,jiào,覚,6,user_hsk5_6_list
4010,教堂,jiàotáng,教会,6,user_hsk5_6_list
4011,教育部,jiàoyùbù,教育部（中国の教育行政を担当する政府機関。日本の「文部科学省」に相当）,6,user_hsk5_6_list
4012,接收,jiēshōu,受信,6,user_hsk5_6_list
4013,揭,jiē,明かす,6,user_hsk5_6_list
4014,街头,jiētóu,街頭,6,user_hsk5_6_list
4015,节,jié,節約する（動詞用法）,6,user_hsk5_6_list
4016,节能,jiénéng,省エネ,6,user_hsk5_6_list
4017,节奏,jiézòu,リズム,6,user_hsk5_6_list
4018,杰出,jiéchū,傑出,6,user_hsk5_6_list
4019,截止,jiézhǐ,締切,6,user_hsk5_6_list
4020,截至,jiézhì,～時点で,6,user_hsk5_6_list
4021,解,jiě,解説,6,user_hsk5_6_list
4022,解说,jiěshuō,解説,6,user_hsk5_6_list
4023,界,jiè,境界、〜界（分野・世界を表す語、例：世界＝世界）,6,user_hsk5_6_list
4024,界,jiè,〜界（分野・業界を表す接尾辞、例：文艺界＝文芸界）,6,user_hsk5_6_list
4025,借鉴,jièjiàn,参考,6,user_hsk5_6_list
4026,金额,jīné,金額,6,user_hsk5_6_list
4027,金钱,jīnqián,金銭,6,user_hsk5_6_list
4028,金融,jīnróng,金融,6,user_hsk5_6_list
4029,尽,jìn,尽くす,6,user_hsk5_6_list
4030,进攻,jìngōng,攻撃,6,user_hsk5_6_list
4031,近日,jìnrì,最近,6,user_hsk5_6_list
4032,近视,jìnshì,近視,6,user_hsk5_6_list
4033,惊人,jīngrén,驚くべき,6,user_hsk5_6_list
4034,惊喜,jīngxǐ,嬉しい驚き,6,user_hsk5_6_list
4035,精,jīng,精、エネルギー（また「巧み、賢い」の意も）,6,user_hsk5_6_list
4036,精美,jīngměi,美しい,6,user_hsk5_6_list
4037,精品,jīngpǐn,逸品,6,user_hsk5_6_list
4038,井,jǐng,井戸（水を汲む穴）,6,user_hsk5_6_list
4039,景,jǐng,景色,6,user_hsk5_6_list
4040,净,jìng,清,6,user_hsk5_6_list
4041,纠纷,jiūfēn,紛争,6,user_hsk5_6_list
4042,纠正,jiūzhèng,是正,6,user_hsk5_6_list
4043,酒水,jiǔshuǐ,酒類,6,user_hsk5_6_list
4044,救命,jiùmìng,命を救う（動詞）、助けて！（叫び声としての用法も、例：救命啊！）,6,user_hsk5_6_list
4045,救援,jiùyuán,救援,6,user_hsk5_6_list
4046,救助,jiùzhù,救助,6,user_hsk5_6_list
4047,就是说,jiùshìshuō,つまり,6,user_hsk5_6_list
4048,就算,jiùsuàn,たとえ,6,user_hsk5_6_list
4049,局,jú,勝負の回数（1局、2局）やテニス・卓球などのゲーム・セット（1セット）を数える量詞,6,user_hsk5_6_list
4050,剧,jù,劇,6,user_hsk5_6_list
4051,据,jù,〜に基づいて、占める（例：根据＝〜に基づいて、占据＝占領する）,6,user_hsk5_6_list
4052,捐,juān,寄付,6,user_hsk5_6_list
4053,捐款,juānkuǎn,寄付金,6,user_hsk5_6_list
4054,捐赠,juānzèng,寄贈,6,user_hsk5_6_list
4055,捐助,juānzhù,支援,6,user_hsk5_6_list
4056,决策,juécè,意思決定,6,user_hsk5_6_list
4057,觉悟,juéwù,自覚,6,user_hsk5_6_list
4058,绝,jué,絶,6,user_hsk5_6_list
4059,绝大多数,juédàduōshù,大多数,6,user_hsk5_6_list
4060,军队,jūnduì,軍隊,6,user_hsk5_6_list
4061,军舰,jūnjiàn,軍艦,6,user_hsk5_6_list
4062,军事,jūnshì,軍事,6,user_hsk5_6_list
4063,开创,kāichuàng,開拓,6,user_hsk5_6_list
4064,开关,kāiguān,スイッチ,6,user_hsk5_6_list
4065,开设,kāishè,開設,6,user_hsk5_6_list
4066,开通,kāitōng,開設,6,user_hsk5_6_list
4067,开头,kāitóu,冒頭,6,user_hsk5_6_list
4068,开夜车,kāiyèchē,夜通し働く,6,user_hsk5_6_list
4069,看,kān,見張る、番をする、世話をする（第四声 kàn「見る」とは別の読み）,6,user_hsk5_6_list
4070,看管,kānguǎn,管理する,6,user_hsk5_6_list
4071,看得见,kàndejiàn,見える,6,user_hsk5_6_list
4072,看得起,kàndeqǐ,見下さない,6,user_hsk5_6_list
4073,看好,kànhǎo,見守る,6,user_hsk5_6_list
4074,看作,kànzuò,～と見なす,6,user_hsk5_6_list
